Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"56345","1","2019-07-24 23:58:54","1","101","<machine-learning><python><linear-regression><multiclass-classification>","0",""
"56349","1","2019-07-25 00:46:27","1","30","<ab-test>","0",""
"56352","1","2019-07-25 05:12:20","0","27","<feature-selection><xgboost><correlation>","0",""
"56353","1","2019-07-25 06:27:02","5","148","<python><software-development>","1",""
"56354","1","2019-07-25 06:41:56","1","77","<computer-vision><unsupervised-learning><pytorch>","0",""
"56356","1","2019-07-25 08:30:19","0","711","<machine-learning><python><pandas><lstm>","1",""
"56358","1","2019-07-25 09:24:23","5","159","<r><statistics><correlation><glm><interpretation>","2",""
"56360","1","2019-07-25 09:44:34","1","203","<python><clustering><graphs>","0",""
"56362","1","2019-07-25 09:47:23","1","260","<neural-network><lstm>","0",""
"56364","1","2019-07-25 10:19:48","4","1963","<python><pandas><csv>","1",""
"56365","1","2019-07-25 10:46:19","1","19631","<classification><xgboost><prediction><supervised-learning>","1",""
"56366","1","2019-07-25 10:54:08","0","312","<neural-network><dataset>","1",""
"56369","1","2019-07-25 10:59:34","3","203","<svm><kernel><ridge-regression>","1",""
"56373","1","2019-07-25 12:35:56","1","35","<classification><scikit-learn><multiclass-classification>","1",""
"56376","1","2019-07-25 13:50:50","6","63","<neural-network><deep-learning><computer-vision><convolution>","1",""
"56377","1","2019-07-25 13:52:10","4","2916","<cnn><feature-extraction><image-recognition><gan><image-preprocessing>","1",""
"56379","1","2019-07-25 14:12:03","0","557","<machine-learning><feature-engineering><data-wrangling>","3",""
"56382","1","2019-07-25 15:00:20","0","51","<machine-learning><python><pandas><nlp><dataframe>","0",""
"56383","1","2019-07-25 15:04:42","4","1665","<machine-learning><data-science-model><overfitting>","1",""
"56386","1","2019-07-25 15:48:07","2","356","<machine-learning><python><scikit-learn><svm><matplotlib>","0",""
"56390","1","2019-07-25 16:11:19","2","296","<visualization>","1",""
"56404","1","2019-07-25 21:02:02","2","612","<faster-rcnn><alex-net>","1",""
"56405","1","2019-07-25 21:13:31","8","1437","<machine-learning><optimization><gradient-descent><mini-batch-gradient-descent>","2",""
"56406","1","2019-07-25 21:32:27","1","31","<nlp><search-engine>","1",""
"56407","1","2019-07-25 21:57:55","2","1427","<keras><kernel>","1",""
"56409","1","2019-07-25 23:04:38","2","44","<python><google><cloud><google-data-studio>","0",""
"56412","1","2019-07-26 02:05:45","0","505","<python><cnn><mnist><weighted-data>","0",""
"56420","1","2019-07-26 07:18:47","3","196","<machine-learning><statistics><data-cleaning><data-wrangling>","0",""
"56426","1","2019-07-26 09:41:37","2","69","<data><feature-engineering><feature-scaling>","2",""
"56427","1","2019-07-26 10:31:23","3","1212","<python><pandas><visualization><matplotlib><plotting>","2",""
"56429","1","2019-07-26 10:56:26","1","758","<machine-learning><boosting><lightgbm>","0",""
"56432","1","2019-07-26 11:44:54","1","298","<neural-network><deep-learning><cnn><object-detection><yolo>","1",""
"56444","1","2019-07-26 13:39:41","5","7594","<machine-learning><softmax>","5",""
"56447","1","2019-07-26 14:01:14","4","2784","<neural-network><regression><loss-function><class-imbalance>","1","0"
"56448","1","2019-07-26 14:22:08","1","81","<neural-network><backpropagation><cost-function>","1",""
"56454","1","2019-07-26 16:17:24","0","612","<xgboost>","2",""
"56457","1","2019-07-26 16:49:57","0","84","<autoencoder><pca>","1",""
"56465","1","2019-07-26 21:52:17","1","21","<machine-learning><deep-learning>","0",""
"56466","1","2019-07-26 21:59:05","1","346","<machine-learning><dataset><machine-learning-model>","4",""
"56473","1","2019-07-27 03:30:27","0","583","<scikit-learn><random-forest><confusion-matrix>","1",""
"56474","1","2019-07-27 04:18:24","1","403","<python><classification><scikit-learn><svm>","0",""
"56476","1","2019-07-27 07:39:18","8","8918","<machine-learning><deep-learning><nlp>","5",""
"56477","1","2019-07-27 08:35:24","4","1236","<neural-network><keras><time-series><lstm><rnn>","2",""
"56479","1","2019-07-27 10:01:08","1","59","<python><keras><machine-learning-model><data-science-model>","1",""
"56481","1","2019-07-27 10:07:05","2","29","<reinforcement-learning>","1",""
"56483","1","2019-07-27 13:46:03","2","237","<machine-learning>","1",""
"56492","1","2019-07-27 17:12:59","3","1136","<time-series><pandas>","2",""
"56493","1","2019-07-27 17:25:56","0","66","<machine-learning><classification><scikit-learn><random-forest><svm>","2",""
"56494","1","2019-07-27 19:21:46","1","45","<machine-learning><neural-network><classification>","1",""
"56495","1","2019-07-27 19:30:43","1","60","<named-entity-recognition>","1",""
"56498","1","2019-07-27 20:32:56","0","36","<deep-learning><dataset><training><image>","0",""
"56501","1","2019-07-27 23:35:00","3","144","<clustering><k-means>","3",""
"56503","1","2019-07-28 01:27:43","0","101","<machine-learning><python><neural-network><data-mining><cnn>","3",""
"56504","1","2019-07-28 01:30:24","0","158","<machine-learning>","1",""
"56513","1","2019-07-28 09:55:22","1","1082","<python><autoencoder><pca><pytorch><dimensionality-reduction>","2",""
"56514","1","2019-07-28 11:04:17","1","54","<machine-learning><machine-learning-model><terminology><definitions>","2",""
"56517","1","2019-07-28 12:08:28","2","886","<tensorflow>","0",""
"56518","1","2019-07-28 12:25:33","2","1216","<python><deep-learning><computer-vision><faster-rcnn>","2",""
"56519","1","2019-07-28 12:36:13","1","857","<python><scikit-learn><predictive-modeling>","0",""
"56526","1","2019-07-28 21:57:49","1","225","<deep-learning><keras><tensorflow><convolution>","0",""
"56527","1","2019-07-28 22:40:05","1","29","<ranking>","0",""
"56530","1","2019-07-29 03:08:30","0","618","<time-series><hyperparameter-tuning><lightgbm>","1",""
"56531","1","2019-07-29 03:51:11","0","53","<time-series><predictive-modeling><lstm><rnn>","0",""
"56532","1","2019-07-29 04:34:45","1","21","<social-network-analysis><reference-request>","0",""
"56533","1","2019-07-29 05:53:29","0","103","<machine-learning><svm><loss-function><perceptron>","0",""
"56534","1","2019-07-29 06:04:21","0","91","<nlp><nltk>","1",""
"56537","1","2019-07-29 07:26:20","1","3233","<deep-learning><generative-models>","1",""
"56538","1","2019-07-29 07:45:17","0","27","<machine-learning><dimensionality-reduction><grid-search><feature-reduction>","1",""
"56549","1","2019-07-29 09:11:55","1","37","<machine-learning><python><classification><algorithms>","1",""
"56551","1","2019-07-29 09:18:06","1","245","<scikit-learn><regression><feature-selection><cross-validation>","1",""
"56552","1","2019-07-29 09:18:46","3","220","<machine-learning><model-selection><hyperparameter-tuning>","0",""
"56553","1","2019-07-29 09:24:56","0","71","<deep-learning><reinforcement-learning><q-learning><dqn>","1",""
"56555","1","2019-07-29 09:39:48","0","65","<scikit-learn><regression><random-forest><categorical-data><data-science-model>","0",""
"56560","1","2019-07-29 11:41:38","3","118","<neural-network><cnn><backpropagation><convolutional-neural-network>","0",""
"56561","1","2019-07-29 12:21:59","2","73","<orange>","0",""
"56562","1","2019-07-29 12:30:32","1","159","<python><lstm><pytorch>","0",""
"56565","1","2019-07-29 13:35:35","3","2061","<clustering>","2",""
"56568","1","2019-07-29 13:47:11","1","104","<machine-learning><deep-learning><statistics>","1",""
"56570","1","2019-07-29 14:36:34","0","497","<pandas><visualization><seaborn>","1",""
"56571","1","2019-07-29 14:52:31","1","47","<neural-network><classification><image-classification><computer-vision>","1",""
"56577","1","2019-07-29 15:28:21","0","639","<machine-learning><ensemble-modeling><hyperparameter><meta-learning>","1",""
"56580","1","2019-07-29 16:51:27","1","64","<dataset><preprocessing>","0",""
"56585","1","2019-07-29 20:13:45","1","60","<clustering><dbscan>","0",""
"56586","1","2019-07-29 21:20:55","3","3907","<machine-learning><python><k-means><unsupervised-learning><anomaly-detection>","1",""
"56588","1","2019-07-29 23:05:56","1","155","<python><anomaly-detection><normalization><outlier><gaussian>","0",""
"56589","1","2019-07-29 23:36:47","1","146","<information-retrieval>","2",""
"56594","1","2019-07-30 03:15:46","3","388","<machine-learning><classification><feature-engineering><feature-extraction>","2",""
"56600","1","2019-07-30 06:22:21","5","432","<machine-learning><multiclass-classification><softmax>","1",""
"56601","1","2019-07-30 06:27:24","2","320","<machine-learning><neural-network><cnn><convolution>","1",""
"56604","1","2019-07-30 06:57:08","0","306","<reinforcement-learning>","1",""
"56607","1","2019-07-30 07:48:03","1","67","<transfer-learning><data-augmentation>","1",""
"56608","1","2019-07-30 08:25:52","0","1390","<machine-learning><python><optimization><convergence><survival-analysis>","2",""
"56611","1","2019-07-30 08:56:00","6","432","<clustering><text-mining><k-means><similarity>","2",""
"56612","1","2019-07-30 09:53:31","4","2603","<python><data><visualization><distribution><seaborn>","2",""
"56614","1","2019-07-30 10:22:33","1","708","<python><pytorch>","2",""
"56616","1","2019-07-30 10:49:31","0","126","<deep-learning><keras><nlp><spacy>","1",""
"56620","1","2019-07-30 11:50:18","1","1113","<python><nlp><word2vec><gensim><similar-documents>","0",""
"56621","1","2019-07-30 12:14:59","1","915","<reinforcement-learning><q-learning><markov-process>","1",""
"56622","1","2019-07-30 12:29:59","1","843","<scikit-learn><clustering><k-means><unsupervised-learning>","3",""
"56624","1","2019-07-30 13:07:01","1","32","<reinforcement-learning><policy-gradients>","0",""
"56627","1","2019-07-30 14:29:11","2","99","<machine-learning><dataset><training>","2",""
"56633","1","2019-07-30 17:44:08","1","24","<orange>","0",""
"56634","1","2019-07-30 17:49:25","1","259","<clustering><k-means><unsupervised-learning>","1",""
"56635","1","2019-07-30 18:01:17","0","580","<cnn><image-classification>","1",""
"56636","1","2019-07-30 18:28:48","-1","32","<machine-learning><neural-network><random-forest><model-selection>","2",""
"56638","1","2019-07-30 19:17:12","1","63","<machine-learning><python><clustering><unsupervised-learning>","1",""
"56643","1","2019-07-30 21:03:56","2","664","<scikit-learn><svm><grid-search><gridsearchcv>","1",""
"56646","1","2019-07-30 21:43:42","2","164","<neural-network><lstm>","1",""
"56647","1","2019-07-30 22:19:54","1","457","<machine-learning><keras><time-series><lstm><forecasting>","1",""
"56650","1","2019-07-31 02:04:50","1","25","<predictive-modeling><linear-regression><categorical-data><counts>","0",""
"56651","1","2019-07-31 02:38:31","1","151","<nlp><bert>","1",""
"56652","1","2019-07-31 03:51:20","1","19","<neural-network><word2vec><nlp>","0",""
"56655","1","2019-07-31 06:15:00","1","285","<python>","1",""
"56658","1","2019-07-31 06:53:22","1","164","<machine-learning><classification><random-forest><data-science-model>","1",""
"56663","1","2019-07-31 08:42:09","0","251","<deep-learning><hyperparameter-tuning><coursera>","1",""
"56664","1","2019-07-31 09:03:06","1","728","<cnn><feature-engineering><audio-recognition>","1",""
"56667","1","2019-07-31 09:57:25","2","266","<neural-network><beginner>","1",""
"56668","1","2019-07-31 10:08:51","13","113226","<data-mining><pandas>","4",""
"56672","1","2019-07-31 10:34:19","3","693","<feature-selection><random-forest><xgboost>","3",""
"56674","1","2019-07-31 10:48:38","0","42","<python><beginner>","1",""
"56676","1","2019-07-31 11:06:16","31","19002","<machine-learning><deep-learning>","7",""
"56682","1","2019-07-31 13:51:26","1","104","<orange>","0",""
"56685","1","2019-07-31 14:59:37","0","70","<neural-network><deep-learning><clustering><unsupervised-learning>","1",""
"56686","1","2019-07-31 15:01:43","1","55","<classification><regression><predictive-modeling><survival-analysis>","0",""
"56693","1","2019-07-31 16:25:57","3","208","<machine-learning><feature-selection><cross-validation>","1",""
"56694","1","2019-07-31 16:38:18","8","3664","<pytorch-geometric>","2",""
"56695","1","2019-07-31 16:41:50","1","1308","<deep-learning><keras>","1",""
"56698","1","2019-07-31 17:09:59","1","27","<tensorflow>","0",""
"56700","1","2019-07-31 17:16:46","2","185","<classification><random-forest>","1",""
"56702","1","2019-07-31 17:58:12","1","25","<plotting>","0",""
"56704","1","2019-07-31 18:30:51","1","32","<statistics><variance>","1",""
"56705","1","2019-07-31 18:42:08","1","132","<python><keras><convolution><gan>","1",""
"56706","1","2019-07-31 18:42:47","0","19","<clustering><distance>","0",""
"56710","1","2019-07-31 19:28:55","2","58","<python><predictive-modeling><data><logistic-regression><data-science-model>","1",""
"56712","1","2019-07-31 19:41:35","5","1548","<deep-learning><keras><tensorflow><pca><convolutional-neural-network>","1",""
"56714","1","2019-07-31 19:50:51","1","1791","<neural-network><keras><tensorflow>","0",""
"56715","1","2019-07-31 20:05:11","3","158","<machine-learning><machine-learning-model><nvidia>","1",""
"56716","1","2019-07-31 20:31:14","1","41","<image-classification><tools><annotation>","0",""
"56722","1","2019-07-31 21:08:51","2","151","<machine-learning><data-science-model>","2",""
"56728","1","2019-08-01 00:10:58","1","33","<deep-learning><cnn><nvidia>","0",""
"56729","1","2019-08-01 00:31:42","3","152","<machine-learning><classification><time-series>","2",""
"56730","1","2019-08-01 01:34:24","0","1152","<machine-learning><dataset><data-cleaning><missing-data><data-analysis>","1",""
"56731","1","2019-08-01 04:34:08","2","706","<machine-learning><scikit-learn><machine-learning-model><accuracy><grid-search>","2",""
"56735","1","2019-08-01 06:05:12","1","59","<machine-learning><python><overfitting><kaggle>","1",""
"56740","1","2019-08-01 07:26:28","1","48","<neural-network><deep-learning><data-science-model>","1","0"
"56747","1","2019-08-01 09:49:50","1","8191","<machine-learning><python><optimization>","2",""
"56751","1","2019-08-01 11:10:50","0","174","<python><pandas><ipython>","2",""
"56752","1","2019-08-01 11:46:30","0","302","<regression><decision-trees>","1",""
"56756","1","2019-08-01 14:02:34","0","320","<machine-learning><deep-learning><keras><cnn>","1",""
"56758","1","2019-08-01 14:21:02","2","2598","<pca><tsne>","1",""
"56761","1","2019-08-01 15:11:04","1","52","<nlp><word-embeddings><topic-model><javascript>","1",""
"56764","1","2019-08-01 16:15:27","0","622","<machine-learning><predictive-modeling><supervised-learning>","3",""
"56771","1","2019-08-01 17:36:44","0","210","<machine-learning><data-mining>","2",""
"56772","1","2019-08-01 17:55:51","1","4826","<deep-learning><keras><pytorch>","1",""
"56773","1","2019-08-01 17:57:57","0","35","<r><correlation>","0",""
"56774","1","2019-08-01 18:10:57","0","178","<python><regression>","4",""
"56777","1","2019-08-01 18:33:49","0","84","<machine-learning><computer-vision>","3",""
"56782","1","2019-08-01 19:43:16","1","856","<machine-learning><cnn><convolution><backpropagation><javascript>","1",""
"56783","1","2019-08-01 19:43:50","1","72","<dataset><data-analysis>","2",""
"56785","1","2019-08-01 19:50:09","1","424","<data-mining>","2",""
"56786","1","2019-08-01 19:52:52","1","82","<normalization>","0",""
"56794","1","2019-08-01 20:15:35","1","83","<scikit-learn>","0",""
"56795","1","2019-08-01 20:16:17","0","1133","<tensorflow><gpu><distribution><parallel>","1",""
"56797","1","2019-08-01 21:03:35","1","43","<lstm>","0",""
"56799","1","2019-08-01 21:08:46","1","245","<machine-learning>","0",""
"56801","1","2019-08-01 21:48:54","0","768","<distribution><weighted-data><randomized-algorithms>","1",""
"56802","1","2019-08-01 22:07:12","4","142","<reinforcement-learning>","1",""
"56804","1","2019-08-01 22:33:29","0","1966","<machine-learning><python><scikit-learn><cross-validation>","1",""
"56806","1","2019-08-02 00:44:17","2","1974","<machine-learning><time-series><feature-extraction>","1","0"
"56808","1","2019-08-02 01:45:13","3","981","<neural-network>","3",""
"56812","1","2019-08-02 03:01:40","3","2313","<tensorflow>","2",""
"56826","1","2019-08-02 07:40:53","1","2324","<python><clustering><pca><matplotlib>","1",""
"56830","1","2019-08-02 10:12:00","2","2576","<neural-network><deep-learning><keras><cnn><activation-function>","3",""
"56831","1","2019-08-02 10:31:40","2","1842","<python><scikit-learn><pandas><encoding>","1",""
"56833","1","2019-08-02 11:35:25","6","2900","<machine-learning><python><xgboost>","2",""
"56834","1","2019-08-02 11:39:08","1","1114","<python><deep-learning><keras><cnn><image-classification>","1",""
"56840","1","2019-08-02 13:37:51","1","79","<training><computer-vision><gan>","2",""
"56843","1","2019-08-02 14:31:57","0","185","<clustering>","2",""
"56844","1","2019-08-02 14:39:40","1","569","<nlp><dataset><language-model><ngrams>","1",""
"56847","1","2019-08-02 15:07:49","2","71","<cross-validation>","1",""
"56857","1","2019-08-02 17:53:02","2","3114","<python><time-series><scipy><difference>","1",""
"56860","1","2019-08-02 18:54:35","4","3180","<training><gan><mnist>","2",""
"56863","1","2019-08-02 19:39:08","3","4071","<python><r><orange>","1",""
"56872","1","2019-08-03 01:26:20","1","68","<deep-learning><nlp>","1",""
"56873","1","2019-08-03 02:23:14","1","687","<python><pandas><dataframe>","1",""
"56874","1","2019-08-03 02:35:39","1","155","<regression><feature-selection><linear-regression><feature-engineering>","1",""
"56875","1","2019-08-03 03:56:44","4","2832","<pytorch><scipy>","2",""
"56877","1","2019-08-03 07:05:21","2","2718","<machine-learning><regression>","1",""
"56878","1","2019-08-03 07:12:27","1","150","<machine-learning><keras>","1",""
"56885","1","2019-08-03 11:26:24","2","166","<cnn><batch-normalization>","1",""
"56889","1","2019-08-03 12:05:21","3","262","<deep-learning><keras><manifold>","1",""
"56893","1","2019-08-03 14:31:31","1","123","<machine-learning><regression><feature-selection><feature-engineering><geospatial>","1",""
"56894","1","2019-08-03 14:32:09","3","1079","<deep-learning><time-series><word2vec><anomaly-detection>","3",""
"56905","1","2019-08-04 00:26:07","0","26","<svm><multilabel-classification>","2",""
"56910","1","2019-08-04 06:49:43","0","633","<machine-learning><keras>","0",""
"56912","1","2019-08-04 08:05:33","0","241","<reinforcement-learning><randomized-algorithms>","1",""
"56915","1","2019-08-04 09:25:11","0","415","<data-mining><data-cleaning><outlier>","1",""
"56922","1","2019-08-04 13:35:23","1","496","<neural-network><loss-function><annotation>","1",""
"56923","1","2019-08-04 13:55:17","1","2457","<classification><xgboost>","1",""
"56924","1","2019-08-04 14:05:58","4","13347","<neural-network><lstm><normalization><feature-scaling>","2",""
"56928","1","2019-08-04 16:26:29","1","55","<python><perceptron>","0",""
"56933","1","2019-08-04 19:49:09","4","5312","<python><pandas>","3",""
"56940","1","2019-08-04 21:34:46","1","69","<data>","1",""
"56944","1","2019-08-04 23:43:26","3","7002","<deep-learning><keras><pytorch>","1",""
"56948","1","2019-08-05 03:22:39","1","1609","<keras><tensorflow>","1",""
"56949","1","2019-08-05 03:33:16","-1","162","<deep-learning><nlp>","2",""
"56950","1","2019-08-05 03:53:22","1","634","<nlp><text-mining><sentiment-analysis><spacy>","1",""
"56954","1","2019-08-05 04:48:37","2","95","<python><scoring>","1",""
"56955","1","2019-08-05 05:51:23","2","321","<reinforcement-learning><pytorch><nlp><policy-gradients>","2",""
"56959","1","2019-08-05 07:10:07","-2","196","<python><matplotlib>","1",""
"56962","1","2019-08-05 08:02:22","1","757","<python><keras><tensorflow>","1",""
"56965","1","2019-08-05 08:39:39","3","804","<machine-learning><neural-network><deep-learning><classification><graphs>","1",""
"56971","1","2019-08-05 10:04:12","2","1044","<deep-learning><keras><cnn><computer-vision><transfer-learning>","2",""
"56975","1","2019-08-05 11:21:35","1","265","<automation>","1",""
"56976","1","2019-08-05 11:36:43","0","66","<python><pandas>","1",""
"56977","1","2019-08-05 11:53:47","2","380","<machine-learning><deep-learning><tensorflow>","1","0"
"56979","1","2019-08-05 12:27:20","3","5509","<feature-selection><score>","1",""
"56982","1","2019-08-05 13:04:23","1","337","<machine-learning><discriminant-analysis>","1","0"
"56985","1","2019-08-05 13:29:08","1","362","<machine-learning><time-series><regression><feature-selection><preprocessing>","1",""
"56990","1","2019-08-05 14:14:17","2","72","<dataset><clustering>","2",""
"56991","1","2019-08-05 14:45:04","2","635","<machine-learning><decision-trees>","1",""
"56993","1","2019-08-05 16:07:05","1","1757","<python><graphs>","1",""
"56996","1","2019-08-05 16:18:57","2","33","<image-classification><multiclass-classification><object-detection>","0",""
"57000","1","2019-08-05 17:14:17","4","620","<machine-learning><deep-learning><machine-learning-model><transformer>","1",""
"57001","1","2019-08-05 17:25:19","4","1741","<machine-learning>","2",""
"57002","1","2019-08-05 17:30:04","2","50","<machine-learning><time-series><rnn><machine-learning-model>","1",""
"57003","1","2019-08-05 17:46:08","0","3773","<machine-learning><pandas><numpy><jupyter><colab>","1",""
"57005","1","2019-08-05 18:14:33","3","8580","<neural-network><deep-learning><activation-function>","4",""
"57009","1","2019-08-05 19:41:28","2","1631","<classification><machine-learning-model><loss-function>","1",""
"57015","1","2019-08-05 22:26:13","3","46","<nlp>","1",""
"57017","1","2019-08-05 22:57:30","0","19","<rnn><sequence-to-sequence>","1",""
"57020","1","2019-08-05 23:58:24","4","436","<neural-network><visualization><jupyter>","1",""
"57023","1","2019-08-06 01:25:13","7","4606","<regression><linear-regression><xgboost><distribution>","3","0"
"57025","1","2019-08-06 03:29:50","1","70","<deep-learning><nlp><information-retrieval>","1",""
"57027","1","2019-08-06 06:09:21","1","965","<keras><regression><predictive-modeling><machine-learning-model>","2",""
"57031","1","2019-08-06 07:11:23","1","81","<neural-network><deep-learning><cnn>","2",""
"57034","1","2019-08-06 08:26:51","1","8057","<python><sampling>","2",""
"57036","1","2019-08-06 08:47:16","1","69","<python><classification><machine-learning-model>","1",""
"57038","1","2019-08-06 09:01:30","1","472","<predictive-modeling><prediction><data-science-model><churn>","1",""
"57045","1","2019-08-06 10:53:38","1","1329","<machine-learning><time-series><anomaly-detection>","2",""
"57049","1","2019-08-06 12:19:18","1","49","<neural-network><dataset><machine-learning-model>","1",""
"57050","1","2019-08-06 12:32:17","5","1699","<deep-learning><time-series><lstm>","3",""
"57058","1","2019-08-06 13:16:51","1","100","<machine-learning><python><dataset><data><supervised-learning>","1",""
"57069","1","2019-08-06 14:44:52","1","541","<machine-learning><classification><time-series><prediction>","1",""
"57071","1","2019-08-06 15:27:40","1","988","<deep-learning><tensorflow><dataset>","1",""
"57076","1","2019-08-06 15:52:31","2","76","<nlp><text-mining><ocr>","1",""
"57081","1","2019-08-06 17:30:55","3","4115","<deep-learning><image-classification><loss-function>","1",""
"57088","1","2019-08-06 19:29:08","1","2017","<pandas><data-cleaning>","3",""
"57090","1","2019-08-06 19:55:53","1","112","<logistic-regression><research>","2",""
"57091","1","2019-08-06 20:07:25","1","63","<machine-learning>","0",""
"57093","1","2019-08-06 21:33:40","1","78","<accuracy>","0",""
"57094","1","2019-08-06 22:35:45","2","1903","<feature-selection>","1",""
"57095","1","2019-08-06 23:46:29","2","266","<python><bigdata><apache-spark><apache-hadoop>","0",""
"57096","1","2019-08-06 23:51:14","1","34","<lstm><rnn>","0",""
"57097","1","2019-08-07 01:47:28","7","924","<python><r>","1",""
"57098","1","2019-08-07 02:03:06","2","6718","<python>","1",""
"57105","1","2019-08-07 05:45:35","6","1759","<machine-learning><linear-regression><correlation><collinearity>","3",""
"57108","1","2019-08-07 06:57:51","1","148","<machine-learning><python><classification><dataset><unsupervised-learning>","1",""
"57112","1","2019-08-07 08:12:33","2","3850","<neural-network><cnn>","1",""
"57114","1","2019-08-07 08:39:16","3","3406","<reinforcement-learning><loss-function><mathematics>","2",""
"57115","1","2019-08-07 08:43:15","1","40","<deep-learning><classification><cnn><transfer-learning>","1",""
"57116","1","2019-08-07 08:56:34","1","221","<python><neural-network><tensorflow>","1",""
"57117","1","2019-08-07 09:01:47","-1","3762","<python><numpy>","1",""
"57120","1","2019-08-07 10:03:34","1","362","<deep-learning><rnn><backpropagation>","2",""
"57122","1","2019-08-07 10:49:18","9","10698","<python><graphs><outlier><matplotlib>","3",""
"57124","1","2019-08-07 11:07:37","3","1838","<machine-learning><neural-network><deep-learning><scikit-learn><transfer-learning>","1",""
"57126","1","2019-08-07 11:47:31","1","39","<optimization><parallel><methodology>","1",""
"57127","1","2019-08-07 12:01:08","1","16","<neural-network><cnn>","0",""
"57129","1","2019-08-07 12:47:31","3","263","<machine-learning><classification><decision-trees>","3",""
"57140","1","2019-08-07 14:15:05","0","74","<nlp>","1",""
"57145","1","2019-08-07 14:38:36","0","332","<neural-network><deep-learning><convolution><backpropagation>","0",""
"57146","1","2019-08-07 14:45:41","0","364","<python><anomaly-detection><convolutional-neural-network>","2",""
"57147","1","2019-08-07 14:49:00","1","56","<python><kaggle>","0",""
"57153","1","2019-08-07 16:40:12","1","14","<google>","0",""
"57155","1","2019-08-07 17:22:49","2","1843","<machine-learning><classification><probability-calibration>","1",""
"57157","1","2019-08-07 17:48:03","3","5066","<python><neural-network><tensorflow><gpu>","2",""
"57159","1","2019-08-07 18:16:15","1","164","<logistic-regression><model-selection>","0",""
"57160","1","2019-08-07 18:45:31","4","18176","<python><matplotlib><seaborn>","1",""
"57163","1","2019-08-07 20:04:23","1","171","<machine-learning><time-series><regression><feature-selection><feature-engineering>","0",""
"57166","1","2019-08-07 20:56:57","0","99","<machine-learning><scikit-learn><optimization>","1",""
"57170","1","2019-08-07 21:43:08","1","271","<python><deep-learning><time-series><lstm><forecasting>","1",""
"57171","1","2019-08-07 21:50:27","2","16661","<machine-learning><keras><tensorflow><machine-learning-model>","2",""
"57172","1","2019-08-07 21:50:32","3","138","<machine-learning><deep-learning><neural-network><convolutional-neural-network>","2",""
"57173","1","2019-08-07 22:19:28","1","1353","<r><training><prediction><finance>","2",""
"57176","1","2019-08-08 01:20:09","1","425","<neural-network>","3",""
"57177","1","2019-08-08 02:29:56","0","89","<reinforcement-learning><discounted-reward>","1",""
"57178","1","2019-08-08 02:56:19","1","97","<python><geospatial>","1",""
"57184","1","2019-08-08 05:00:22","0","42","<pca><dimensionality-reduction>","1",""
"57185","1","2019-08-08 05:38:52","3","395","<machine-learning><image-classification><pytorch><convolutional-neural-network>","2",""
"57191","1","2019-08-08 06:31:30","5","8434","<nlp><nltk><stemming>","3",""
"57192","1","2019-08-08 06:57:49","2","3841","<classification><scikit-learn><random-forest><model-evaluations>","1",""
"57194","1","2019-08-08 07:15:01","0","477","<python><visualization><correlation><matplotlib><heatmap>","1",""
"57200","1","2019-08-08 08:39:10","1","1050","<machine-learning><python><classification><keras><scikit-learn>","1",""
"57206","1","2019-08-08 09:35:27","7","7692","<feature-selection><regularization><lightgbm>","2","0"
"57220","1","2019-08-08 10:25:50","2","90","<tensorflow><text-mining><nltk>","0",""
"57225","1","2019-08-08 11:36:29","2","3243","<scikit-learn><random-forest><class-imbalance><grid-search>","1","0"
"57226","1","2019-08-08 11:53:43","0","774","<python><visualization><matplotlib>","1",""
"57227","1","2019-08-08 12:10:19","0","216","<machine-learning>","2",""
"57228","1","2019-08-08 12:14:33","1","376","<ndcg>","1",""
"57232","1","2019-08-08 13:01:49","4","86","<machine-learning><python><svm><kernel>","1","0"
"57233","1","2019-08-08 13:08:26","1","192","<machine-learning><deep-learning><model-evaluations><object-detection><yolo>","0",""
"57234","1","2019-08-08 13:19:42","4","75","<redshift>","1",""
"57241","1","2019-08-08 14:44:01","1","34","<probability>","1",""
"57242","1","2019-08-08 14:44:07","4","1303","<python><time-series><visualization><supervised-learning><labels>","1",""
"57243","1","2019-08-08 15:02:42","7","111151","<python><scikit-learn>","3",""
"57245","1","2019-08-08 15:33:39","16","50321","<python><seaborn>","4",""
"57248","1","2019-08-08 15:59:38","2","64","<random-forest><decision-trees>","2","0"
"57254","1","2019-08-08 17:01:44","3","847","<python><nlp><word2vec><unsupervised-learning><gensim>","1",""
"57255","1","2019-08-08 17:08:44","20","27035","<xgboost><regularization><lightgbm>","3",""
"57256","1","2019-08-08 17:25:02","10","6181","<machine-learning><random-forest><decision-trees><algorithms>","3",""
"57265","1","2019-08-08 19:12:55","1","119","<visualization>","2",""
"57267","1","2019-08-08 19:45:23","7","1176","<machine-learning><neural-network><regularization>","2",""
"57271","1","2019-08-08 20:57:06","3","794","<machine-learning><logistic-regression><regularization>","1",""
"57272","1","2019-08-08 21:19:15","1","1558","<nlp><clustering><dbscan>","1",""
"57275","1","2019-08-08 22:45:18","2","220","<time-series><statistics><similarity><correlation><simulation>","0",""
"57276","1","2019-08-08 23:09:44","6","464","<cross-validation><model-selection>","1",""
"57279","1","2019-08-09 00:02:23","-1","379","<machine-learning><clustering><image-classification>","1",""
"57283","1","2019-08-09 01:54:07","2","70","<classification><nlp>","1",""
